"action_allow","Zezwól"
"bg_old_info_Scribe","Pióro silniejsze jest od miecza, a <name> na pewno jest [biegły/biegła] w sztuce pisania. [Jego/Jej] umiejętności i pięknego stylu pisma potrzebowali zarówno kupcy, jak i możni podczas spisywania umów, praw oraz testamentów."
"bg_old_info_Monk","<name> [lubił/lubiła] krążyć po cichej sali ze swoimi balsamami i eliksirami. Chorzy przywiezieni do szpitala byli całkowicie na łasce Boga, ale <name> często [podawał/podawała] im lekarstwo, aby ulżyć im w cierpieniu."
"bg_old_info_Hunter","W <origin> powiadają, że <name> [urodził/urodziła] się z łukiem w dłoni. Podczas cieplejszych miesięcy [polował/polowała] na wilki, z błyskiem w oku przemierzając lasy. [Gibki i niewidoczny/Gibka i niewidoczna], tylko czekała na okazję do ataku."
"bg_old_info_Archer","Najpierw [była/był] giermkiem, a potem [został konnym łucznikiem/została konną łuczniczką]. <name> [wybrał/wybrała] karierę prawdziwego żołnierza zawodowego. [Pokryty bliznami i opryskliwy/Pokryta bliznami i opryskliwa], [zachował/zachowała] zimną krew pod Saint-Omer i Morlaix, uchodząc stamtąd bez zwycięstwa, ale przynajmniej z życiem."
"bg_old_info_Recruit","<name> [ćwiczył/ćwiczyła] się zapamiętale w strzelaniu z łuku, ale zawsze na pierwszym miejscu były dla [niego/niej] orka i żniwa. Nie miało to żadnego znaczenia, gdy <name> [został wcielony/została wcielona] do wojska, aby walczyć we Francji podczas oblężenia Tournai. Nie rozstaje się z łukiem i lubi opowiadać historie przy kominku."
"bg_old_info_Healer","<name> [prowadził/prowadziła] klasztorne życie, [opiekował/opiekowała] się ogrodami w opactwie i [kopiował/kopiowała] manuskrypty, zyskując w ten sposób erudycję . Niestety okrutny opat kazał [mu/jej] opuścić klasztor i uzdrawiać chorych i biednych. Tak właśnie rozpoczęło się [jego/jej] wygnanie."
"bg_old_info_FieldDoctor","W dzień <name> [leczył/leczyła] rannych żołnierzy, a w nocy [śnił/śniła] koszmary o dyzynterii i gorączce bagiennej. Prawdziwym koszmarem był odór nabrzmiałych ciał nieboszczyków. Spośród czterech jeźdźców Apokalipsy najbardziej [obawiał/obawiała] się Zarazy."
"bg_old_info_Nun","Rodzina przekazała jej posag Kościołowi, aby <name> mogła prowadzić pobożne życie klasztorne. Zamiast tego wewnętrzny głos kazał jej przemierzać pola bitew, zszywać rany i modlić się razem z konającymi. Takie było jej powołanie."
"bg_old_info_Knight","Rycerskość ma we krwi, dlatego <name> [mógłby/mogłaby] nawet zginąć w walce o honor. Będąc rycerzem św. Jana, <name> [stał się mnichem-wojownikiem/stała się mniszką-wojowniczką] i walczyła w obronie Rodos z niewiernymi. Wierzy w lojalność, sprawiedliwość i hojność. Postrach wszystkich grzeszników."
"bg_old_info_Soldier","<name> [walczył/walczyła] pod wodzą słabych dowódców w krwawych bitwach przeciwko groźnym przeciwnikom. Spodziewając się śmierci we Francji, <name> nieustannie [szkolił/szkoliła się] i [przygotowywał/przygotowywała] do boju. [Zawsze wojowniczy i zawsze czujny/Zawsze wojownicza i zawsze czujna]. Często sami wkładamy w ręce naszych wrogów oręż, którym mogą nas zniszczyć."
"bg_old_info_ArmyCook","Jak wiadomo armia maszeruje na brzuchu, a <name> [wiedział/wiedziała], jak podtrzymywać ogień w ognisku i nakarmić żołnierzy do syta. [Jego/Jej] posiłki nie były wyjątkowo smaczne, ale <name> [był wprawnym rzeźnikiem/była wprawną rzeźniczką] i całkiem zgrabnie [umiał/umiała] siekać wrogów podczas odwrotów."
"bg_old_info_Mercenary","Razem z kompanią św. Jerzego, bandą najgorszej maści rzezimieszków trudniących się łupiestwem i szerzeniem chaosu, <name> [przemierzył/przemierzyła] kiedyś całą Italię. Wszystko, co dobre, kiedyś się kończy, i <name> [musiał/musiała] później kopać rowy i uciekać przed stryczkiem za drobną kradzież."
"bg_old_info_Farrier","<name> to [prawdziwy zaklinacz/prawdziwa zaklinaczka] koni. Dba o to, aby konie były odpowiednio podkute i miały zdrowe kopyta. Nie jest to dobrze płatne zajęcie, ale przynajmniej stałe."
"bg_old_info_Lorimer","<name> ma bruzdy na czole od wielkiego skupienia i muskularne ramiona od pracy młotem i miechami. Kiedy trzeba zrobić podkowę albo ostrogi, nie ma nikogo lepszego."
"bg_old_info_Blacksmith","[Barczysty i małomówny/Barczysta i małomówna] <name> wierzy, że dzięki [jego/jej] profesji z pomocą bogów powstał kraj Anglalonde. Mawia, że „Weyland dał Miecz, Miecz dał Skarbiec, a Skarbiec dał Prawo”. Często powtarza to każdemu, kogo spotka."
"bg_old_info_Armourer","<name> potrafi nagiąć do swej woli wszystko, a szczególnie lśniący metal. [Uczył/Uczyła] się wcześniej pod okiem mistrza z Chartres, a [jego/jej] młot i zwinne palce przez lata pracowały dla londyńskich zbrojowni. [Uratował/Uratowała] życie niezliczonej liczbie żołnierzy."
"bg_old_info_Arrowsmith","<name> od 14-tego roku życia [wytwarzał/wytwarzała] rozmaite strzały, zarówno zwyczajnie zaostrzone, jak i takie z zadziorami. Czasami zastanawia się, ile z nich dosięgło nieprzyjaciół podczas bitew pod Sluys i Crécy."
"bg_old_info_Barber","Kogoś trzeba ogolić? Gdy nadchodzi czas, aby pozbyć się kłopotliwej brody albo odciąć gnijącą kończynę, <name> chętnie pomoże. Uwielbia plotki tak samo jak upuszczanie krwi. Często [był/była] pierwszą osobą, która poznawała prawdę, a dla wielu również ostatnią, którą widzieli w życiu."
"bg_old_info_Courtesan","<name> mówi cichym i delikatnym głosem, a [jego/jej] łagodny śmiech jest niczym śpiew słowika. Pomimo, że opowiada wiele ciekawych historii, nikt nic nie wie o [jego/jej] dworskiej karierze. Z kolei [on sam/ona sama] zna wiele pikantnych sekretów o niemal każdym..."
"bg_old_info_Alchemist","<name> [stracił/straciała] złudzenia, że uda [mu/jej] się odnaleźć kamień filozoficzny, dlatego [rozpoczął/rozpoczęła] poszukiwania eliksiru młodości. Zna grekę i arabski, a swoje notatki sporządza za pomocą kodu. <name> wpada czasami w rozpacz, a [jego/jej] sny są pełne wyłącznie lśniących popiołów."
"bg_old_info_Peddler","[Wędrowny handlarz/Wędrowna handlarka] <name> niczym ślimak taszczy na plecach swoje towary, wędrując od jednej osady do drugiej. Wyspiarze zawsze byli podejrzliwi, więc za każdym razem trzeba ich ugłaskać pochlebstwami, żeby handel w ogóle mógł dojść do skutku."
"bg_old_info_Tanner","<name> wie, jak garbować skórę za pomocą zwierzęcych mózgów, drzewnym popiołem, odchodami oraz gnijącą korą. Bez [jego/jej] pracy nikt nie miałby butów, pancerza ani siodła. Poza tym, to straszna kanalia."
"bg_old_info_Cordwainer","<name> [wszedł/weszła] do cechu szewców, dziedzicząc przynależność po swoim ojcu, który nieustannie powtarzał słowa „Corio et Arte”. Zapach skóry ożywia wspomnienia z tętniących życiem londyńskich pracowni w sąsiedztwie katedry św. Pawła."
"bg_old_info_Armorer","<name> [rozpoczynał/rozpoczynała] od cuir bouilli, czyli skóry gotowanej w wosku, która była na tyle wytrzymała, aby zapewnić prostemu człowiekowi ochronę na polu bitwy. Później [przerzucił/przerzuciła] się na brygantyny z przynitowaną metalową płytą. <name> [ćwiczył/ćwiczyła] również strzelanie z łuku."
"bg_old_info_Cobbler","[Pochodzący/Pochodząca] z <origin> <name> [lubił/lubiła] wędrować otoczonymi paprociami ścieżkami wiodącymi pośród angielskich wzgórz. Wieśniacy zawsze przyjmowali [go/ją] z radością, ponieważ nawet najuboższy kmieć zawsze miał buty do naprawy."
"bg_old_info_Miner","<name> [pracował/pracowała] na polach Low Peak oraz w walijskich kopalniach Czarnego Księcia. [Blady i unikający/Blada i unikająca] światła dziennego jak wielu górników, ma puste spojrzenie i częste bóle głowy. Śni o połyskujących żyłach złota."
"bg_old_info_Franklin","Ponieważ zabrakło żyznej ziemi, uprawa skalistych, pagórkowatych terenów na słabej glebie niedaleko <origin> była ostatnią deską ratunku. Ale <name> dobrze sobie [poradził/poradziła], zdobywając wolność i ziemię na własność. <name> [czuł/czuła] dumę, ale przede wszystkim ulgę. Ciężka praca się opłaciła."
"bg_old_info_Carter","<name> [miał dość/miała dość] przerzucania gnoju pod czujnym okiem nadzorcy. A jeszcze bardziej żałosnego gospodarza, który za nawożenie pola marnie płacił i oszukiwał na piwie. Na szczęście [miał/miała] mocny grzbiet."
"bg_old_info_GraveDigger","<name> [kopał/kopała] groby na cmentarzu w <origin>, ale najlepiej [spisał/spisała] się na krwawym polu pod Crécy. Rozłupywanie czaszek Francuzom tym samym szpadlem, którym [wykopał/wykopała] rów, przyniosło [mu/jej] wielką satysfakcję."
"bg_old_info_Berner","<name> [był prawdziwym przywódcą stada/była prawdziwą przywódczynią stada]. [Opiekował/Opiekowała] się sforą ogarów, a te w zamian były bezwzględnie lojalne. Chociaż nie [był/była] nikim ważnym, [wzbudzał/wzbudzała] respekt. Lepiej nie stawać na drodze wściekłym ogarom."
"church_of_third_coming_name","Kościół Trzeciego Przyjścia"
"ancrene_disciples_name","Adepci Objawienia"
"faithful_sons_of_england_name","Wierni Synowie Anglii"
"band_of_the she_wolf_name","Banda Wilczycy"
"philosophers_of_the_natural_order_name","Filozofowie Ładu Naturalnego"
"society_of_fellows_name","Stowarzyszenie Braci"
"kingdom_of_york_name","Królestwo Yorku"
"heresy_of_the_rose_name","Heretycy Róży"
"circle_of_avalon_name","Krąg Avalonu"
"beirdd_cymraeg_name","Beirdd Cymraeg"
"progeny_of_the_plague_name","Potomkowie Plagi"
"ravagers_name","Pustoszyciele"
"forest_bandits_name","Leśni bandyci"
"mountain_bandits_name","Górscy bandyci"
"river_bandits_name","Rzeczni bandyci"
"looters_name","Łupieżcy"
"scourge_name","Bicz Boży"
"church_of_third_coming_info","Zwolennicy tej niejednokrotnie brutalnej, neochrześcijańskiej teokracji twierdzą, że zaraza była początkiem Armagedonu na świecie rządzonym przez Szatana i jego demony. Niecierpliwie wyczekują powrotu Chrystusa i dołączyli do ostatecznej bitwy, której celem jest oczyszczenie świata z grzechu i grzeszników, co czynią wszelkimi możliwymi środkami. Nastawieni wyzywająco i wojowniczo, nie mają żadnego zrozumienia dla tych, którym brakuje wiary.<br/>"
"ancrene_disciples_info","Grupa chrześcijańskich mistyków propagujących niezrozumiałe wizje pustelniczki Menwredy z Wigmore, która została zamurowana w celi w wieku zaledwie 15 lat. W czasach zarazy jej zawiłe, mistyczne objawienia stały się częścią oficjalnej, surowej doktryny. Adepci mają w zwyczaju palić ludzi żywcem, oskarżając ich o konszachty z Diabłem, które uznają za przyczynę kary zesłanej przez Boga."
"faithful_sons_of_england_info","Zwolennicy Plantagenetów, uważający Edmunda II za prawowitego dziedzica tronu. Ich celem jest zjednoczenie Anglii i odtworzenie struktury feudalnej obowiązującej przed wybuchem zarazy, a przewodzi im faworyt Edmunda, sir Hugh Gaveston.<br/>"
"band_of_the she_wolf_info","Zbieranina pomniejszych frakcji baronów, połączona bezgraniczną lojalnością wobec dawnej królowej, Izabeli Francuskiej. Wsparci przez Akwitanię i wykorzystujący nie tylko siłę militarną, ale również nekromancję, zamierzają wprowadzić na nowo rządy elit i zapewnić im dobrobyt."
"philosophers_of_the_natural_order_info","Uczeni, którzy twierdzą, że zaraza jest dziełem Natury, a nie Boga. Gorliwie zgłębiają wiedzę, studiują bizantyjskie dzieła i dyskutują o zasadzie Ockhama. Marzą o nowym porządku świata, opartym na wiedzy, a nie przesądach, przygotowując się do walki z kolejnymi plagami.<br/>"
"society_of_fellows_info","Stowarzyszenie Braci to grupa myślicieli pod przywództwem błyskotliwego alchemika Gaiusa Ortolanusa, dążąca do zrozumienia istoty zarazy i zapanowania nad nią. Rygorystyczni, poważni i często kłótliwi, piętnują wszelką ignorancję i religijne pustosłowie."
"kingdom_of_york_info","Na czele tego nowo powstałego anty-królestwa stoi zbuntowany włościanin Jan Purvey, który winą za zarazę obarcza przede wszystkim dwór królewski i wojnę prowadzoną przeciwko Francji. Gdyby do niej nie doszło, zaraza pozostałaby na kontynencie i nie dotarła przez Kanał Angielski na wyspę. Yorkiści wzywają do całkowitego obalenia monarchii i walczą o równe prawa dla wszystkich obywateli.<br/>"
"heresy_of_the_rose_info","Inspirowani postacią Marguerite Porete, która została spalona na stosie za herezję, wyznawcy Herezji walczą o unicestwienie duszy. Niektórzy z nich są nihilistami, wielu uważa się ucieleśnienie Boga, a większość gardzi hierarchią i porządkiem. Zgadzają się tylko w tym, iż mają prawo do niezgody. Ich motto brzmi: „tam, gdzie jest porządek, wprowadźmy chaos”."
"circle_of_avalon_info","Artur Pendragon i jego majestatyczny dwór stanowią symbol złotej ery Brytanii. Tak twierdzi Krąg Avalonu, którego celem pozostaje renesans kultury oraz cnót rycerskich. Dawniej dar jasnowidzenia Merlina ukazał mu straszliwe smoki walczące pod fundamentami zamku Vortigerna, a dziś Krąg wzywa jego druidzkich następców do przywrócenia dawnych zwyczajów, przywołując promienie światła w tych mrocznych czasach.<br/>"
"beirdd_cymraeg_info","Pradawna tradycja ustna związana z poezją i wiedzą o świecie jest bardzo silna, a spośród wszystkich zakątków Brytanii najwyższym poważaniem cieszy się w dolinach Walii. Beirdd, czyli bardowie, uzyskują wtajemniczenie, śpiąc na szczycie Cadair Idris, ucząc się zmieniać postać od Taliesina i biorąc udział w Gwledd Brân, czyli Uczcie Kruka. Dzięki temu potrafią oczarować słuchaczy, a po pewnym czasie przekazują tę wiedzę innym i krąg się zamyka."
"progeny_of_the_plague_info","Potomkowie to grupa rabusiów, złodziei i łowców niewolników, którzy piją krew ocalałych z zarazy. Ich praktyki poszerzyły się z czasem o rytualne tortury, ćwiartowanie i inne bestialskie czyny. Polują na ludzi niczym na dzikie zwierzęta, czerpiąc z tego niebywałą przyjemność. Schwytani stają żywym inwentarzem: są zniewalani, zmuszani do katorżniczej pracy, a na koniec zjadani. Ci kanibale budzą dziś taki lęk, że trudno dociec, gdzie kończą się opowieści o nich, a zaczyna prawdziwa groza.<br/>"
"ravagers_info","Choć w Biblii zawartych jest wiele zakazów, najwyraźniej żaden z nich nie dotyczy jedzenia ludzkiego mięsa. Na tej kruchej podstawie Pustoszyciele – powodowani z początku głodem, a później nawykami żywieniowymi – oparli uzasadnienie swojego kanibalistycznego stylu życia. Wśród ich przepisów kulinarnych można znaleźć szczegółowe instrukcje przyrządzania niemal wszystkich części ludzkiego ciała: pieczeni, kiełbas, wędlin… Część z nich sprzedają głodnym wieśniakom, nieświadomym co – albo kogo – zjadają."
"forest_bandits_info","Dla poruszających się bezszelestnie pośród starych dębów banitów żywiących się mięsem dzikich zwierząt, pokrzywami i korzonkami życie w leśnej głuszy nie jest niczym niezwykłym. Nie ma to jak usiąść razem wokół ogniska, słuchać historii o Hernie i jego Dzikim Gonie i planować kolejną zasadzkę."
"mountain_bandits_info","Dzikie i zaprawione w bojach górskie klany kryją się w jaskiniach i czerpią wodę z lodowato zimnych wodospadów. Gdy przychodzi czas łupieżczej wyprawy, odziani w wilcze skóry, polujący w grupach wojownicy schodzą ze swych górskich twierdz, aby łupić i mordować. Milczący, okrutni i wygłodniali."
"river_bandits_info","Wodniacy pływający po szerokich angielskich rzekach. Dawnie przewozili wędrowców, transportowali towary i przekazywali wieści. Po wybuchu zarazy zaczęli przymierać głodem i zdziczeli, a ich nowym zajęciem stało się piractwo i grabieże. Składają na brzegu ofiary królowej nimf Coventinie w nadziei, że pobłogosławi ona ich rzeczne napaści."
"looters_info","Kiedy nadeszła zaraza, istniejący porządek zaczął się kruszyć. Pojawił się głód, a najemnicy, baronowie-rozbójnicy i wypędzeni wieśniacy zaczęli włóczyć się bez celu, prześladując słabych. Ci łupieżcy biorą wszystko, co tylko mogą unieść, bezkarnie okaleczając i zabijając swoje ofiary."
"scourge_info","Niektórzy twierdzą, że są widmami ofiar zarazy. Twarze mają zawsze zakryte, a ponieważ ich zwłoki płoną i zmieniają się w popiół, nie do końca wiadomo, kim albo czym są. Przyciąga ich skwaśniałe mleko albo dziecko zaginione w nocy. Zwierzęta są okrutnie zabijane, ale nie zjadane. Zbiory są palone, a przedmioty niszczone. Istnieją tylko po to, aby siać terror. Zwą ich Biczem Bożym, ale nikt ochoczo nazwy tej nie wypowiada."
